"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"TKM","","ALL","2004","39.97"
"TKM","","ALL","2005","42.42"
"TKM","","ALL","2006","46.76"
"TKM","","ALL","2007","35.69"
"TKM","","ALL","2008","50.82"
"TKM","","ALL","2009","38.19"
"TKM","","ALL","2010","38.43"
"TKM","","ALL","2011","35.99"
"TKM","","ALL","2012","35.09"
"TKM","","ALL","2013","32.76"
"TKM","","ALL","2014","34.77"
"TUR","","ALL","1995","29.68"
"TUR","","ALL","1996","30.84"
"TUR","","ALL","1997","28.26"
"TUR","","ALL","1998","27.96"
"TUR","","ALL","1999","29.08"
"TUR","","ALL","2000","27.65"
"TUR","","ALL","2001","22.85"
"TUR","","ALL","2002","19.84"
"TUR","","ALL","2003","18.46"
"TUR","","ALL","2004","19.24"
"TUR","","ALL","2005","22.76"
"TUR","","ALL","2006","21.97"
"TUR","","ALL","2007","21.82"
"TUR","","ALL","2008","17.38"
"TUR","","ALL","2009","14.06"
"TUR","","ALL","2010","16.31"
"TUR","","ALL","2011","15.44"
"TUR","","ALL","2012","15.84"
"TUR","","ALL","2013","16.77"
"TUR","","ALL","2014","17.75"
"UKR","","ALL","1995","24.46"
"UKR","","ALL","1996","26.85"
"UKR","","ALL","1997","35.52"
"UKR","","ALL","1998","42.96"
"UKR","","ALL","1999","46.18"
"UKR","","ALL","2000","44.05"
"UKR","","ALL","2001","41.78"
"UKR","","ALL","2002","40.37"
"UKR","","ALL","2003","38.7"
"UKR","","ALL","2004","38.57"
"UKR","","ALL","2005","37.5"
"UKR","","ALL","2006","36.28"
"UKR","","ALL","2007","34.65"
"UKR","","ALL","2008","39.44"
"UKR","","ALL","2009","41.96"
"UKR","","ALL","2010","40.5"
"UKR","","ALL","2011","43.64"
"UKR","","ALL","2012","41.98"
"UKR","","ALL","2013","43.09"
"UKR","","ALL","2014","46.22"
"UZB","","ALL","1995","46.55"
"UZB","","ALL","1996","47.96"
"UZB","","ALL","1997","51.46"
"UZB","","ALL","1998","53.16"
"UZB","","ALL","1999","49.16"
"UZB","","ALL","2000","52.3"
"UZB","","ALL","2001","51.51"
"UZB","","ALL","2002","55.23"
"UZB","","ALL","2003","53.78"
"UZB","","ALL","2004","52.44"
"UZB","","ALL","2005","52.13"
"UZB","","ALL","2006","52.02"
"UZB","","ALL","2007","56.86"
"UZB","","ALL","2008","53.87"
"UZB","","ALL","2009","55.04"
"UZB","","ALL","2010","45.63"
"UZB","","ALL","2011","46.36"
"UZB","","ALL","2012","48.75"
"UZB","","ALL","2013","47.63"
"UZB","","ALL","2014","43.93"
"","WESTERN_BALKANS","ALL","1995","46.44"
"","WESTERN_BALKANS","ALL","1996","44.7"
"","WESTERN_BALKANS","ALL","1997","44.98"
"","WESTERN_BALKANS","ALL","1998","44.55"
"","WESTERN_BALKANS","ALL","1999","41.48"
"","WESTERN_BALKANS","ALL","2000","40.47"
"","WESTERN_BALKANS","ALL","2001","38.7"
"","WESTERN_BALKANS","ALL","2002","36.42"
"","WESTERN_BALKANS","ALL","2003","34.95"
"","WESTERN_BALKANS","ALL","2004","37.34"
"","WESTERN_BALKANS","ALL","2005","37.98"
"","WESTERN_BALKANS","ALL","2006","38.09"
"","WESTERN_BALKANS","ALL","2007","38.28"
"","WESTERN_BALKANS","ALL","2008","36.83"
"","WESTERN_BALKANS","ALL","2009","36.46"
"","WESTERN_BALKANS","ALL","2010","37.73"
"","WESTERN_BALKANS","ALL","2011","36.68"
"","WESTERN_BALKANS","ALL","2012","37.1"
"","WESTERN_BALKANS","ALL","2013","36.82"
"","WESTERN_BALKANS","ALL","2014","37.17"
"","WHO_EURO","ALL","1995","22.06"
"","WHO_EURO","ALL","1996","22.38"
"","WHO_EURO","ALL","1997","22.7"
"","WHO_EURO","ALL","1998","24.8"
"","WHO_EURO","ALL","1999","25.6"
"","WHO_EURO","ALL","2000","25.79"
"","WHO_EURO","ALL","2001","25.09"
"","WHO_EURO","ALL","2002","24.76"
"","WHO_EURO","ALL","2003","24.81"
"","WHO_EURO","ALL","2004","25.33"
"","WHO_EURO","ALL","2005","24.86"
"","WHO_EURO","ALL","2006","24.39"
"","WHO_EURO","ALL","2007","24.29"
"","WHO_EURO","ALL","2008","25.47"
"","WHO_EURO","ALL","2009","25.21"
"","WHO_EURO","ALL","2010","25.51"
"","WHO_EURO","ALL","2011","25.64"
"","WHO_EURO","ALL","2012","25.59"
"","WHO_EURO","ALL","2013","26.37"
"","WHO_EURO","ALL","2014","26.64"
