"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"RUS","","ALL","2003","40"
"RUS","","ALL","2004","40.3"
"RUS","","ALL","2005","41.3"
"RUS","","ALL","2006","41"
"RUS","","ALL","2007","42.3"
"RUS","","ALL","2008","41.6"
"RUS","","ALL","2009","39.8"
"RUS","","ALL","2010","39.5"
"RUS","","ALL","2011","39.7"
"RUS","","ALL","2012","40.7"
"RUS","","ALL","2013","40.9"
"RUS","","ALL","2014","39.9"
"RUS","","ALL","2015","37.7"
"RUS","","ALL","2016","36.8"
"RUS","","ALL","2017","37.2"
"RUS","","ALL","2018","37.5"
"RUS","","ALL","2019","37.7"
"RUS","","ALL","2020","36"
"","SEEHN","ALL","1999","35.56"
"","SEEHN","ALL","2000","31.11"
"","SEEHN","ALL","2001","32.18"
"","SEEHN","ALL","2002","32.6"
"","SEEHN","ALL","2003","37.13"
"","SEEHN","ALL","2004","36"
"","SEEHN","ALL","2005","36.05"
"","SEEHN","ALL","2006","37.24"
"","SEEHN","ALL","2007","37.26"
"","SEEHN","ALL","2008","36.58"
"","SEEHN","ALL","2009","35.83"
"","SEEHN","ALL","2010","35.28"
"","SEEHN","ALL","2011","35.31"
"","SEEHN","ALL","2012","35.38"
"","SEEHN","ALL","2013","35.4"
"","SEEHN","ALL","2014","35.49"
"","SEEHN","ALL","2015","36.54"
"","SEEHN","ALL","2016","35.64"
"","SEEHN","ALL","2017","35.05"
"","SEEHN","ALL","2018","35.43"
"","SEEHN","ALL","2019","35.1"
"","SEEHN","ALL","2020","34.56"
"","SMALL","ALL","1999","29.79"
"","SMALL","ALL","2000","29.43"
"","SMALL","ALL","2001","30.54"
"","SMALL","ALL","2002","31.26"
"","SMALL","ALL","2003","31.56"
"","SMALL","ALL","2004","29.95"
"","SMALL","ALL","2005","30.02"
"","SMALL","ALL","2006","28.34"
"","SMALL","ALL","2007","28.98"
"","SMALL","ALL","2008","28.77"
"","SMALL","ALL","2009","29.49"
"","SMALL","ALL","2010","28.66"
"","SMALL","ALL","2011","28.22"
"","SMALL","ALL","2012","31.31"
"","SMALL","ALL","2013","31.72"
"","SMALL","ALL","2014","31.47"
"","SMALL","ALL","2015","31.34"
"","SMALL","ALL","2016","31.1"
"","SMALL","ALL","2017","30.66"
"","SMALL","ALL","2018","29.96"
"","SMALL","ALL","2019","30.5"
"","SMALL","ALL","2020","29.84"
"SRB","","ALL","1999","33.3"
"SRB","","ALL","2000","35.6"
"SRB","","ALL","2001","37.8"
"SRB","","ALL","2002","39.8"
"SRB","","ALL","2003","40"
"SRB","","ALL","2004","38.3"
"SRB","","ALL","2005","38"
"SRB","","ALL","2012","39.9"
"SRB","","ALL","2013","38"
"SRB","","ALL","2014","38.3"
"SRB","","ALL","2015","40"
"SRB","","ALL","2016","39.8"
"SRB","","ALL","2017","37.8"
"SRB","","ALL","2018","35.6"
"SRB","","ALL","2019","33.3"
"SRB","","ALL","2020","33.3"
"SRB","","ALL","2021","33.3"
"SVK","","ALL","1999","22.8"
"SVK","","ALL","2000","20.9"
"SVK","","ALL","2001","23.2"
"SVK","","ALL","2002","24.3"
"SVK","","ALL","2003","23.7"
"SVK","","ALL","2004","27.1"
"SVK","","ALL","2005","26.2"
"SVK","","ALL","2006","28.1"
"SVK","","ALL","2007","24.5"
"SVK","","ALL","2008","23.7"
"SVK","","ALL","2009","24.8"
"SVK","","ALL","2010","25.9"
"SVK","","ALL","2011","25.7"
"SVK","","ALL","2012","25.3"
"SVK","","ALL","2013","24.2"
"SVK","","ALL","2014","26.1"
"SVK","","ALL","2015","23.7"
"SVK","","ALL","2016","24.3"
"SVK","","ALL","2017","23.2"
"SVK","","ALL","2018","20.9"
"SVK","","ALL","2019","22.8"
"SVK","","ALL","2020","20.9"
"SVN","","ALL","1999","23.9"
"SVN","","ALL","2000","22"
"SVN","","ALL","2001","22"
"SVN","","ALL","2002","22"
"SVN","","ALL","2003","24.5"
"SVN","","ALL","2004","24.8"
"SVN","","ALL","2005","23.8"
"SVN","","ALL","2006","23.7"
"SVN","","ALL","2007","23.2"
"SVN","","ALL","2008","23.4"
"SVN","","ALL","2009","22.7"
"SVN","","ALL","2010","23.8"
"SVN","","ALL","2011","23.8"
"SVN","","ALL","2012","23.7"
"SVN","","ALL","2013","24.4"
"SVN","","ALL","2014","25"
"SVN","","ALL","2015","24.5"
"SVN","","ALL","2016","24.4"
"SVN","","ALL","2017","23.7"
"SVN","","ALL","2018","23.4"
"SVN","","ALL","2019","23.9"
"SVN","","ALL","2020","23.5"
"SVN","","ALL","2021","23"
"SWE","","ALL","1997","21"
"SWE","","ALL","1999","22"
"SWE","","ALL","2000","27.2"
"SWE","","ALL","2001","24"
"SWE","","ALL","2002","23"
"SWE","","ALL","2003","25.3"
"SWE","","ALL","2004","23"
"SWE","","ALL","2005","23.4"
"SWE","","ALL","2006","24"
"SWE","","ALL","2007","23.4"
"SWE","","ALL","2008","25.1"
"SWE","","ALL","2009","26.3"
"SWE","","ALL","2010","25.5"
"SWE","","ALL","2011","26"
"SWE","","ALL","2012","26"
"SWE","","ALL","2013","26"
"SWE","","ALL","2014","26.9"
"SWE","","ALL","2015","26.7"
"SWE","","ALL","2016","27.6"
"SWE","","ALL","2017","28"
"SWE","","ALL","2018","27"
"SWE","","ALL","2019","27.6"
"SWE","","ALL","2020","26.9"
"SWE","","ALL","2021","26.8"
"TJK","","ALL","1999","29.5"
"TJK","","ALL","2003","32.7"
"TJK","","ALL","2004","33.6"
"TJK","","ALL","2007","32.2"
"TJK","","ALL","2009","30.8"
"TJK","","ALL","2015","34"
"TKM","","ALL","1998","40.8"
"TUR","","ALL","1999","41.7"
"TUR","","ALL","2000","43"
"TUR","","ALL","2001","43"
"TUR","","ALL","2002","46"
"TUR","","ALL","2003","42.2"
"TUR","","ALL","2004","41.3"
"TUR","","ALL","2005","42.6"
"TUR","","ALL","2006","44.9"
"TUR","","ALL","2007","43.2"
"TUR","","ALL","2008","43"
"TUR","","ALL","2009","44.2"
"TUR","","ALL","2010","43.5"
"TUR","","ALL","2011","43.3"
"TUR","","ALL","2012","42.8"
"TUR","","ALL","2013","42.1"
"TUR","","ALL","2014","41.2"
"TUR","","ALL","2015","41.9"
"TUR","","ALL","2016","42.6"
"TUR","","ALL","2017","43"
"TUR","","ALL","2018","43"
"TUR","","ALL","2019","41.7"
"TUR","","ALL","2020","43.4"
"TUR","","ALL","2021","42.6"
"UKR","","ALL","1995","39.3"
"UKR","","ALL","1996","35.2"
"UKR","","ALL","2002","29"
"UKR","","ALL","2003","28.7"
"UKR","","ALL","2004","28.9"
"UKR","","ALL","2005","29"
"UKR","","ALL","2006","29.8"
"UKR","","ALL","2007","27"
"UKR","","ALL","2008","26.6"
"UKR","","ALL","2009","25.3"
"UKR","","ALL","2010","24.8"
"UKR","","ALL","2011","24.6"
"UKR","","ALL","2012","24.7"
"UKR","","ALL","2013","24.6"
"UKR","","ALL","2014","24"
"UKR","","ALL","2015","25.5"
"UKR","","ALL","2016","25"
"UKR","","ALL","2017","26"
"UKR","","ALL","2018","26.1"
"UKR","","ALL","2019","26.6"
"UKR","","ALL","2020","25.6"
"UZB","","ALL","1998","44.7"
"UZB","","ALL","2000","36.1"
"UZB","","ALL","2002","33"
"UZB","","ALL","2003","35.3"
"","WESTERN_BALKANS","ALL","1999","31.54"
"","WESTERN_BALKANS","ALL","2000","32.89"
"","WESTERN_BALKANS","ALL","2001","34.14"
"","WESTERN_BALKANS","ALL","2002","35.59"
"","WESTERN_BALKANS","ALL","2003","35.91"
"","WESTERN_BALKANS","ALL","2004","35.55"
"","WESTERN_BALKANS","ALL","2005","35.6"
"","WESTERN_BALKANS","ALL","2011","35.93"
"","WESTERN_BALKANS","ALL","2012","36.3"
"","WESTERN_BALKANS","ALL","2013","35.62"
"","WESTERN_BALKANS","ALL","2014","35.92"
"","WESTERN_BALKANS","ALL","2015","36.14"
"","WESTERN_BALKANS","ALL","2016","36.19"
"","WESTERN_BALKANS","ALL","2017","35.78"
"","WESTERN_BALKANS","ALL","2018","34.42"
"","WESTERN_BALKANS","ALL","2019","33.04"
"","WESTERN_BALKANS","ALL","2020","32.89"
"","WHO_EURO","ALL","1999","33.62"
"","WHO_EURO","ALL","2000","32.11"
"","WHO_EURO","ALL","2001","32.13"
"","WHO_EURO","ALL","2002","32.9"
"","WHO_EURO","ALL","2003","33.98"
"","WHO_EURO","ALL","2004","33.89"
"","WHO_EURO","ALL","2005","33.75"
"","WHO_EURO","ALL","2006","33.68"
"","WHO_EURO","ALL","2007","33.66"
"","WHO_EURO","ALL","2008","33.68"
"","WHO_EURO","ALL","2009","33.18"
"","WHO_EURO","ALL","2010","33.06"
"","WHO_EURO","ALL","2011","33.2"
"","WHO_EURO","ALL","2012","33.13"
"","WHO_EURO","ALL","2013","33.11"
"","WHO_EURO","ALL","2014","33.08"
"","WHO_EURO","ALL","2015","32.91"
"","WHO_EURO","ALL","2016","32.64"
"","WHO_EURO","ALL","2017","32.77"
"","WHO_EURO","ALL","2018","32.9"
"","WHO_EURO","ALL","2019","32.69"
"","WHO_EURO","ALL","2020","32.4"
"","WHO_EURO","ALL","2021","32.45"
